r,phi,final,flat,deflection,,phi_gr,,,,
"19,2","1,23918","1,55332","1,57951","0,0261839",,"0,1809044044",,,,
"19,2","1,25664","1,57269","1,59791","0,025214",,"0,1809044044",,,,
"19,2","1,27409","1,59192","1,6162","0,0242773",,"0,1809044044",,,,
"19,2","1,29154","1,611","1,63437","0,0233726",,"0,1809044044",,,,
"19,2","1,309","1,62994","1,65244","0,0224988",,"0,1809044044",,,,
"19,2","1,32645","1,64874","1,67039","0,0216546",,"0,1809044044",,,,
"19,2","1,3439","1,66739","1,68823","0,0208391",,"0,1809044044",,,,
"19,2","1,36136","1,68592","1,70597","0,0200512",,"0,1809044044",,,,
"19,2","1,37881","1,70431","1,7236","0,01929",,"0,1809044044",,,,
"19,2","1,39626","1,72256","1,74111","0,0185545",,"0,1809044044",,,,
"19,2","1,41372","1,74068","1,75853","0,017844",,"0,1809044044",,,,
"19,2","1,43117","1,75868","1,77584","0,0171574",,"0,1809044044",,,,
"19,2","1,44862","1,77655","1,79304","0,016494",,"0,1809044044",,,,
"19,2","1,46608","1,79429","1,81014","0,0158531",,"0,1809044044",,,,
"19,2","1,48353","1,8119","1,82714","0,0152338",,"0,1809044044",,,,
"19,2","1,50098","1,8294","1,84404","0,0146355",,"0,1809044044",,,,
"19,2","1,51844","1,84677","1,86083","0,0140575",,"0,1809044044",,,,
"19,2","1,53589","1,86403","1,87753","0,0134991",,"0,1809044044",,,,
"19,2","1,55334","1,88117","1,89413","0,0129597",,"0,1809044044",,,,
"19,2","1,5708","1,89819","1,91063","0,0124387",,"0,1809044044",,,,
"19,2","1,58825","1,91511","1,92704","0,0119354",,"0,1809044044",,,,
"19,2","1,6057","1,9319","1,94335","0,0114493",,"0,1809044044",,,,
"19,2","1,62316","1,94859","1,95957","0,0109799",,"0,1809044044",,,,
"19,2","1,64061","1,96517","1,9757","0,0105266",,"0,1809044044",,,,
"19,2","1,65806","1,98165","1,99174","0,0100889",,"0,1809044044",,,,
"19,2","1,67552","1,99802","2,00768","0,00966635",,"0,1809044044",,,,
"19,2","1,69297","2,01428","2,02354","0,00925845",,"0,1809044044",,,,
"19,2","1,71042","2,03044","2,03931","0,00886475",,"0,1809044044",,,,
"19,2","1,72788","2,0465","2,05499","0,00848481",,"0,1809044044",,,,
"19,2","1,74533","2,06247","2,07059","0,0081182",,"0,1809044044",,,,
"19,2","1,76278","2,07834","2,0861","0,0077645",,"0,1809044044",,,,
"19,2","1,78024","2,09411","2,10153","0,00742332",,"0,1809044044",,,,
"19,2","1,79769","2,10978","2,11688","0,00709427",,"0,1809044044",,,,
"19,2","1,81514","2,12537","2,13214","0,00677698",,"0,1809044044",,,,
"19,2","1,8326","2,14086","2,14733","0,00647109",,"0,1809044044",,,,
"19,2","1,85005","2,15627","2,16244","0,00617625",,"0,1809044044",,,,
"19,2","1,8675","2,17158","2,17747","0,00589212",,"0,1809044044",,,,
"19,2","1,88496","2,18681","2,19243","0,00561837",,"0,1809044044",,,,
"19,2","1,90241","2,20196","2,20731","0,00535469",,"0,1809044044",,,,
"19,2","1,91986","2,21702","2,22212","0,00510077",,"0,1809044044",,,,
"19,2","1,93732","2,232","2,23685","0,00485632",,"0,1809044044",,,,
"19,2","1,95477","2,2469","2,25152","0,00462104",,"0,1809044044",,,,
"19,2","1,97222","2,26172","2,26611","0,00439466",,"0,1809044044",,,,
"19,2","1,98968","2,27646","2,28064","0,0041769",,"0,1809044044",,,,
"19,2","2,00713","2,29112","2,29509","0,0039675",,"0,1809044044",,,,
"19,2","2,02458","2,30572","2,30948","0,00376622",,"0,1809044044",,,,
"19,2","2,04204","2,32023","2,32381","0,0035728",,"0,1809044044",,,,
"19,2","2,05949","2,33468","2,33807","0,00338699",,"0,1809044044",,,,
"19,2","2,07694","2,34906","2,35226","0,00320858",,"0,1809044044",,,,
"19,2","2,0944","2,36336","2,3664","0,00303732",,"0,1809044044",,,,
"19,2","2,11185","2,3776","2,38047","0,00287302",,"0,1809044044",,,,
"19,2","2,1293","2,39177","2,39449","0,00271544",,"0,1809044044",,,,
"19,2","2,14675","2,40588","2,40844","0,00256438",,"0,1809044044",,,,
"19,2","2,16421","2,41992","2,42234","0,00241965",,"0,1809044044",,,,
"19,2","2,18166","2,4339","2,43618","0,00228105",,"0,1809044044",,,,
"19,2","2,19911","2,44782","2,44997","0,00214838",,"0,1809044044",,,,
"19,2","2,21657","2,46168","2,4637","0,00202145",,"0,1809044044",,,,
"19,2","2,23402","2,47548","2,47738","0,00190011",,"0,1809044044",,,,
"19,2","2,25147","2,48923","2,49101","0,00178416",,"0,1809044044",,,,
"19,2","2,26893","2,50291","2,50459","0,00167344",,"0,1809044044",,,,
"19,2","2,28638","2,51654","2,51811","0,00156778",,"0,1809044044",,,,
"19,2","2,30383","2,53012","2,53159","0,00146701",,"0,1809044044",,,,
"19,2","2,32129","2,54365","2,54502","0,001371",,"0,1809044044",,,,
"19,2","2,33874","2,55713","2,55841","0,00127957",,"0,1809044044",,,,
"19,2","2,35619","2,57055","2,57174","0,00119258",,"0,1809044044",,,,
"19,2","2,37365","2,58393","2,58504","0,00110988",,"0,1809044044",,,,
"19,2","2,3911","2,59726","2,59829","0,00103134",,"0,1809044044",,,,
"19,2","2,40855","2,61054","2,6115","0,000956818",,"0,1809044044",,,,
"19,2","2,42601","2,62378","2,62467","0,000886173",,"0,1809044044",,,,
"19,2","2,44346","2,63698","2,63779","0,000819283",,"0,1809044044",,,,
"19,2","2,46091","2,65013","2,65088","0,000756011",,"0,1809044044",,,,
"19,2","2,47837","2,66324","2,66393","0,000696233",,"0,1809044044",,,,
"19,2","2,49582","2,67631","2,67695","0,000639833",,"0,1809044044",,,,
"19,2","2,51327","2,68934","2,68993","0,000586676",,"0,1809044044",,,,
"19,2","2,53073","2,70233","2,70287","0,000536669",,"0,1809044044",,,,
"19,2","2,54818","2,71529","2,71578","0,000489674",,"0,1809044044",,,,
"19,2","2,56563","2,72821","2,72865","0,000445595",,"0,1809044044",,,,
"19,2","2,58309","2,74109","2,7415","0,000404315",,"0,1809044044",,,,
"19,2","2,60054","2,75395","2,75431","0,000365732",,"0,1809044044",,,,
"19,2","2,61799","2,76676","2,76709","0,00032973",,"0,1809044044",,,,
"19,2","2,63545","2,77955","2,77985","0,000296225",,"0,1809044044",,,,
"19,2","2,6529","2,79231","2,79258","0,000265097",,"0,1809044044",,,,
"19,2","2,67035","2,80504","2,80528","0,000236258",,"0,1809044044",,,,
"19,2","2,68781","2,81774","2,81795","0,000209606",,"0,1809044044",,,,
"19,2","2,70526","2,83041","2,8306","0,000185047",,"0,1809044044",,,,
"19,2","2,72271","2,84306","2,84323","0,000162492",,"0,1809044044",,,,
"19,2","2,74017","2,85569","2,85583","0,000141841",,"0,1809044044",,,,
"19,2","2,75762","2,86829","2,86841","0,000123007",,"0,1809044044",,,,
"19,2","2,77507","2,88086","2,88097","0,000105906",,"0,1809044044",,,,
"19,2","2,79253","2,89342","2,89351","0,000090443",,"0,1809044044",,,,
"19,2","2,80998","2,90595","2,90603","7,65333E-05",,"0,1809044044",,,,
"19,2","2,82743","2,91847","2,91853","6,40956E-05",,"0,1809044044",,,,
"19,2","2,84489","2,93097","2,93102","5,30376E-05",,"0,1809044044",,,,
"19,2","2,86234","2,94345","2,94349","0,000043289",,"0,1809044044",,,,
"19,2","2,87979","2,95591","2,95594","3,47564E-05",,"0,1809044044",,,,
"19,2","2,89725","2,96836","2,96838","2,73645E-05",,"0,1809044044",,,,
"19,2","2,9147","2,98079","2,98081","2,10316E-05",,"0,1809044044",,,,
"19,2","2,93215","2,99321","2,99323","1,56786E-05",,"0,1809044044",,,,
"19,2","2,94961","3,00562","3,00563","1,12299E-05",,"0,1809044044",,,,
"19,2","2,96706","3,01801","3,01802","7,60463E-06",,"0,1809044044",,,,
"19,2","2,98451","3,0304","3,03041","4,72616E-06",,"0,1809044044",,,,
"19,2","3,00197","3,04278","3,04278","2,5191E-06",,"0,1809044044",,,,
"19,2","3,01942","3,05515","3,05515","9,0778E-07",,"0,1809044044",,,,
"19,2","3,03687","3,06751","3,06751","-1,8508E-07",,"0,1809044044",,,,
"19,2","3,05433","3,07987","3,07987","-8,31268E-07",,"0,1809044044",,,,
"19,2","3,07178","3,09222","3,09222","-1,10907E-06",,"0,1809044044",,,,
"19,2","3,08923","3,10457","3,10456","-1,09025E-06",,"0,1809044044",,,,
"19,2","3,10669","3,11691","3,11691","-8,49471E-07",,"0,1809044044",,,,
"19,2","3,12414","3,12925","3,12925","-4,61784E-07",,"0,1809044044",,,,
"19,2","3,14159","3,14159","3,14159",0,,"0,1809044044",,,,
"19,6",0,-1000,0,1000,,"0,1774296693",,,,
"19,6","0,0174533",-1000,"0,0246821","1000,02",,"0,1774296693",,,,
"19,6","0,0349066",-1000,"0,0493604","1000,05",,"0,1774296693",,,,
"19,6","0,0523599",-1000,"0,0740311","1000,07",,"0,1774296693",,,,
"19,6","0,0698132",-1000,"0,0986907","1000,1",,"0,1774296693",,,,
"19,6","0,0872665",-1000,"0,123335","1000,12",,"0,1774296693",,,,
"19,6","0,10472","-1,48141","0,147961","1,62938",,"0,1774296693",,,,
"19,6","0,122173","-0,914042","0,172565","1,08661",,"0,1774296693",,,,
"19,6","0,139626","-0,634049","0,197142","0,831191",,"0,1774296693",,,,
"19,6","0,15708","-0,455096","0,22169","0,676786",,"0,1774296693",,,,
"19,6","0,174533","-0,325634","0,246204","0,571838",,"0,1774296693",,,,
"19,6","0,191986","-0,224621","0,270682","0,495303",,"0,1774296693",,,,
"19,6","0,20944","-0,141639","0,295119","0,436758",,"0,1774296693",,,,
"19,6","0,226893","-0,0708757","0,319512","0,390388",,"0,1774296693",,,,
"19,6","0,244346","-0,00881022","0,343859","0,352669",,"0,1774296693",,,,
"19,6","0,261799","0,046824","0,368154","0,32133",,"0,1774296693",,,,
"19,6","0,279253","0,0975557","0,392396","0,29484",,"0,1774296693",,,,
"19,6","0,296706","0,144455","0,41658","0,272125",,"0,1774296693",,,,
"19,6","0,314159","0,188294","0,440705","0,25241",,"0,1774296693",,,,
"19,6","0,331613","0,229646","0,464766","0,23512",,"0,1774296693",,,,
"19,6","0,349066","0,268941","0,48876","0,219819",,"0,1774296693",,,,
"19,6","0,366519","0,306515","0,512685","0,20617",,"0,1774296693",,,,
"19,6","0,383972","0,342626","0,536538","0,193912",,"0,1774296693",,,,
"19,6","0,401426","0,377483","0,560315","0,182833",,"0,1774296693",,,,
"19,6","0,418879","0,411251","0,584015","0,172764",,"0,1774296693",,,,
"19,6","0,436332","0,444066","0,607634","0,163569",,"0,1774296693",,,,
"19,6","0,453786","0,476038","0,63117","0,155132",,"0,1774296693",,,,
"19,6","0,471239","0,50726","0,654621","0,147361",,"0,1774296693",,,,
"19,6","0,488692","0,537807","0,677984","0,140176",,"0,1774296693",,,,
"19,6","0,506145","0,567745","0,701256","0,133511",,"0,1774296693",,,,
"19,6","0,523599","0,597128","0,724436","0,127309",,"0,1774296693",,,,
"19,6","0,541052","0,626001","0,747522","0,12152",,"0,1774296693",,,,
"19,6","0,558505","0,654406","0,77051","0,116105",,"0,1774296693",,,,
"19,6","0,575959","0,682375","0,793401","0,111026",,"0,1774296693",,,,
"19,6","0,593412","0,709939","0,81619","0,106252",,"0,1774296693",,,,
"19,6","0,610865","0,737123","0,838878","0,101755",,"0,1774296693",,,,
"19,6","0,628319","0,763949","0,861462","0,0975123",,"0,1774296693",,,,
"19,6","0,645772","0,790438","0,88394","0,0935014",,"0,1774296693",,,,
"19,6","0,663225","0,816607","0,906311","0,0897038",,"0,1774296693",,,,
"19,6","0,680678","0,842471","0,928574","0,0861027",,"0,1774296693",,,,
"19,6","0,698132","0,868044","0,950727","0,0826832",,"0,1774296693",,,,
"19,6","0,715585","0,893337","0,972769","0,0794319",,"0,1774296693",,,,
"19,6","0,733038","0,918362","0,994699","0,0763368",,"0,1774296693",,,,
"19,6","0,750492","0,943128","1,01652","0,0733871",,"0,1774296693",,,,
"19,6","0,767945","0,967645","1,03822","0,0705731",,"0,1774296693",,,,
"19,6","0,785398","0,99192","1,05981","0,0678858",,"0,1774296693",,,,
"19,6","0,802851","1,01596","1,08128","0,0653172",,"0,1774296693",,,,
"19,6","0,820305","1,03977","1,10263","0,0628601",,"0,1774296693",,,,
"19,6","0,837758","1,06336","1,12387","0,0605076",,"0,1774296693",,,,
"19,6","0,855211","1,08674","1,14499","0,0582538",,"0,1774296693",,,,
"19,6","0,872665","1,1099","1,16599","0,0560929",,"0,1774296693",,,,
"19,6","0,890118","1,13285","1,18687","0,0540199",,"0,1774296693",,,,
"19,6","0,907571","1,15561","1,20764","0,05203",,"0,1774296693",,,,
"19,6","0,925025","1,17816","1,22828","0,0501187",,"0,1774296693",,,,
"19,6","0,942478","1,20052","1,24881","0,048282",,"0,1774296693",,,,
"19,6","0,959931","1,2227","1,26921","0,0465163",,"0,1774296693",,,,
"19,6","0,977384","1,24468","1,2895","0,0448178",,"0,1774296693",,,,
"19,6","0,994838","1,26648","1,30966","0,0431835",,"0,1774296693",,,,
"19,6","1,01229","1,2881","1,32971","0,0416102",,"0,1774296693",,,,
"19,6","1,02974","1,30954","1,34963","0,0400952",,"0,1774296693",,,,
"19,6","1,0472","1,3308","1,36944","0,0386358",,"0,1774296693",,,,
"19,6","1,06465","1,3519","1,38912","0,0372295",,"0,1774296693",,,,
"19,6","1,0821","1,37282","1,40869","0,035874",,"0,1774296693",,,,
"19,6","1,09956","1,39357","1,42814","0,0345671",,"0,1774296693",,,,
"19,6","1,11701","1,41416","1,44747","0,0333067",,"0,1774296693",,,,
"19,6","1,13446","1,43459","1,46668","0,032091",,"0,1774296693",,,,
"19,6","1,15192","1,45486","1,48578","0,030918",,"0,1774296693",,,,
"19,6","1,16937","1,47497","1,50476","0,0297862",,"0,1774296693",,,,
"19,6","1,18682","1,49492","1,52362","0,0286938",,"0,1774296693",,,,
"19,6","1,20428","1,51472","1,54236","0,0276392",,"0,1774296693",,,,
"19,6","1,22173","1,53437","1,56099","0,0266211",,"0,1774296693",,,,
"19,6","1,23918","1,55387","1,57951","0,0256381",,"0,1774296693",,,,
"19,6","1,25664","1,57322","1,59791","0,0246888",,"0,1774296693",,,,
"19,6","1,27409","1,59242","1,6162","0,0237719",,"0,1774296693",,,,
"19,6","1,29154","1,61149","1,63437","0,0228864",,"0,1774296693",,,,
"19,6","1,309","1,63041","1,65244","0,0220309",,"0,1774296693",,,,
"19,6","1,32645","1,64919","1,67039","0,0212046",,"0,1774296693",,,,
"19,6","1,3439","1,66783","1,68823","0,0204063",,"0,1774296693",,,,
"19,6","1,36136","1,68633","1,70597","0,019635",,"0,1774296693",,,,
"19,6","1,37881","1,70471","1,7236","0,0188898",,"0,1774296693",,,,
"19,6","1,39626","1,72294","1,74111","0,0181698",,"0,1774296693",,,,
"19,6","1,41372","1,74105","1,75853","0,0174741",,"0,1774296693",,,,
"19,6","1,43117","1,75903","1,77584","0,0168019",,"0,1774296693",,,,
"19,6","1,44862","1,77689","1,79304","0,0161525",,"0,1774296693",,,,
"19,6","1,46608","1,79461","1,81014","0,015525",,"0,1774296693",,,,
"19,6","1,48353","1,81222","1,82714","0,0149187",,"0,1774296693",,,,
"19,6","1,50098","1,8297","1,84404","0,0143329",,"0,1774296693",,,,
"19,6","1,51844","1,84707","1,86083","0,013767",,"0,1774296693",,,,
"19,6","1,53589","1,86431","1,87753","0,0132202",,"0,1774296693",,,,
"19,6","1,55334","1,88144","1,89413","0,012692",,"0,1774296693",,,,
"19,6","1,5708","1,89845","1,91063","0,0121818",,"0,1774296693",,,,
"19,6","1,58825","1,91535","1,92704","0,011689",,"0,1774296693",,,,
"19,6","1,6057","1,93214","1,94335","0,0112131",,"0,1774296693",,,,
"19,6","1,62316","1,94882","1,95957","0,0107534",,"0,1774296693",,,,
"19,6","1,64061","1,96539","1,9757","0,0103095",,"0,1774296693",,,,
"19,6","1,65806","1,98185","1,99174","0,00988091",,"0,1774296693",,,,
"19,6","1,67552","1,99821","2,00768","0,00946713",,"0,1774296693",,,,
"19,6","1,69297","2,01447","2,02354","0,00906769",,"0,1774296693",,,,
"19,6","1,71042","2,03063","2,03931","0,00868215",,"0,1774296693",,,,
"19,6","1,72788","2,04668","2,05499","0,00831007",,"0,1774296693",,,,
"19,6","1,74533","2,06264","2,07059","0,00795104",,"0,1774296693",,,,
"19,6","1,76278","2,0785","2,0861","0,00760465",,"0,1774296693",,,,
"19,6","1,78024","2,09426","2,10153","0,00727052",,"0,1774296693",,,,
"19,6","1,79769","2,10993","2,11688","0,00694826",,"0,1774296693",,,,
"19,6","1,81514","2,12551","2,13214","0,00663752",,"0,1774296693",,,,
"19,6","1,8326","2,14099","2,14733","0,00633794",,"0,1774296693",,,,
"19,6","1,85005","2,15639","2,16244","0,00604917",,"0,1774296693",,,,
"19,6","1,8675","2,1717","2,17747","0,00577089",,"0,1774296693",,,,
"19,6","1,88496","2,18693","2,19243","0,00550278",,"0,1774296693",,,,
"19,6","1,90241","2,20207","2,20731","0,00524452",,"0,1774296693",,,,
"19,6","1,91986","2,21712","2,22212","0,00499583",,"0,1774296693",,,,
"19,6","1,93732","2,2321","2,23685","0,0047564",,"0,1774296693",,,,
"19,6","1,95477","2,24699","2,25152","0,00452595",,"0,1774296693",,,,
"19,6","1,97222","2,26181","2,26611","0,00430422",,"0,1774296693",,,,
"19,6","1,98968","2,27654","2,28064","0,00409093",,"0,1774296693",,,,
"19,6","2,00713","2,29121","2,29509","0,00388583",,"0,1774296693",,,,
"19,6","2,02458","2,30579","2,30948","0,00368868",,"0,1774296693",,,,
"19,6","2,04204","2,32031","2,32381","0,00349922",,"0,1774296693",,,,
"19,6","2,05949","2,33475","2,33807","0,00331722",,"0,1774296693",,,,
"19,6","2,07694","2,34912","2,35226","0,00314246",,"0,1774296693",,,,
"19,6","2,0944","2,36342","2,3664","0,00297471",,"0,1774296693",,,,
"19,6","2,11185","2,37766","2,38047","0,00281377",,"0,1774296693",,,,
"19,6","2,1293","2,39183","2,39449","0,00265942",,"0,1774296693",,,,
"19,6","2,14675","2,40593","2,40844","0,00251145",,"0,1774296693",,,,
"19,6","2,16421","2,41997","2,42234","0,00236968",,"0,1774296693",,,,
"19,6","2,18166","2,43395","2,43618","0,00223391",,"0,1774296693",,,,
"19,6","2,19911","2,44787","2,44997","0,00210395",,"0,1774296693",,,,
"19,6","2,21657","2,46172","2,4637","0,00197963",,"0,1774296693",,,,
"19,6","2,23402","2,47552","2,47738","0,00186076",,"0,1774296693",,,,
"19,6","2,25147","2,48926","2,49101","0,00174718",,"0,1774296693",,,,
"19,6","2,26893","2,50295","2,50459","0,00163872",,"0,1774296693",,,,
"19,6","2,28638","2,51658","2,51811","0,00153522",,"0,1774296693",,,,
"19,6","2,30383","2,53015","2,53159","0,00143652",,"0,1774296693",,,,
"19,6","2,32129","2,54368","2,54502","0,00134246",,"0,1774296693",,,,
"19,6","2,33874","2,55715","2,55841","0,0012529",,"0,1774296693",,,,
"19,6","2,35619","2,57058","2,57174","0,00116769",,"0,1774296693",,,,
"19,6","2,37365","2,58395","2,58504","0,00108668",,"0,1774296693",,,,
"19,6","2,3911","2,59728","2,59829","0,00100975",,"0,1774296693",,,,
"19,6","2,40855","2,61056","2,6115","0,000936747",,"0,1774296693",,,,
"19,6","2,42601","2,6238","2,62467","0,000867555",,"0,1774296693",,,,
"19,6","2,44346","2,63699","2,63779","0,000802027",,"0,1774296693",,,,
"19,6","2,46091","2,65014","2,65088","0,00074005",,"0,1774296693",,,,
"19,6","2,47837","2,66325","2,66393","0,000681497",,"0,1774296693",,,,
"19,6","2,49582","2,67632","2,67695","0,000626253",,"0,1774296693",,,,
"19,6","2,51327","2,68935","2,68993","0,000574194",,"0,1774296693",,,,
"19,6","2,53073","2,70234","2,70287","0,000525206",,"0,1774296693",,,,
"19,6","2,54818","2,7153","2,71578","0,000479177",,"0,1774296693",,,,
"19,6","2,56563","2,72822","2,72865","0,000436004",,"0,1774296693",,,,
"19,6","2,58309","2,7411","2,7415","0,000395574",,"0,1774296693",,,,
"19,6","2,60054","2,75395","2,75431","0,000357788",,"0,1774296693",,,,
"19,6","2,61799","2,76677","2,76709","0,000322535",,"0,1774296693",,,,
"19,6","2,63545","2,77956","2,77985","0,000289716",,"0,1774296693",,,,
"19,6","2,6529","2,79232","2,79258","0,000259232",,"0,1774296693",,,,
"19,6","2,67035","2,80505","2,80528","0,000230992",,"0,1774296693",,,,
"19,6","2,68781","2,81775","2,81795","0,000204896",,"0,1774296693",,,,
"19,6","2,70526","2,83042","2,8306","0,000180849",,"0,1774296693",,,,
"19,6","2,72271","2,84307","2,84323","0,000158766",,"0,1774296693",,,,
"19,6","2,74017","2,85569","2,85583","0,00013855",,"0,1774296693",,,,
"19,6","2,75762","2,86829","2,86841","0,000120114",,"0,1774296693",,,,
"19,6","2,77507","2,88087","2,88097","0,000103375",,"0,1774296693",,,,
"19,6","2,79253","2,89342","2,89351","8,82433E-05",,"0,1774296693",,,,
"19,6","2,80998","2,90596","2,90603","7,46299E-05",,"0,1774296693",,,,
"19,6","2,82743","2,91847","2,91853","6,24615E-05",,"0,1774296693",,,,
"19,6","2,84489","2,93097","2,93102","0,000051649",,"0,1774296693",,,,
"19,6","2,86234","2,94345","2,94349","4,21108E-05",,"0,1774296693",,,,
"19,6","2,87979","2,95591","2,95594","0,000033768",,"0,1774296693",,,,
"19,6","2,89725","2,96836","2,96838","2,65445E-05",,"0,1774296693",,,,
"19,6","2,9147","2,98079","2,98081","2,03579E-05",,"0,1774296693",,,,
"19,6","2,93215","2,99321","2,99323","1,51315E-05",,"0,1774296693",,,,
"19,6","2,94961","3,00562","3,00563","1,07913E-05",,"0,1774296693",,,,
"19,6","2,96706","3,01802","3,01802","7,25822E-06",,"0,1774296693",,,,
"19,6","2,98451","3,0304","3,03041","4,45669E-06",,"0,1774296693",,,,
"19,6","3,00197","3,04278","3,04278","2,31464E-06",,"0,1774296693",,,,
"19,6","3,01942","3,05515","3,05515","7,52836E-07",,"0,1774296693",,,,
"19,6","3,03687","3,06751","3,06751","-2,97737E-07",,"0,1774296693",,,,
"19,6","3,05433","3,07987","3,07987","-9,11702E-07",,"0,1774296693",,,,
"19,6","3,07178","3,09222","3,09222","-1,16345E-06",,"0,1774296693",,,,
"19,6","3,08923","3,10457","3,10456","-1,12582E-06",,"0,1774296693",,,,
"19,6","3,10669","3,11691","3,11691","-8,71293E-07",,"0,1774296693",,,,
"19,6","3,12414","3,12925","3,12925","-0,000000472",,"0,1774296693",,,,
"19,6","3,14159","3,14159","3,14159",0,,"0,1774296693",,,,
20,0,-1000,0,1000,,"0,1740851608",,,,
20,"0,0174533",-1000,"0,0246821","1000,02",,"0,1740851608",,,,
20,"0,0349066",-1000,"0,0493604","1000,05",,"0,1740851608",,,,
20,"0,0523599",-1000,"0,0740311","1000,07",,"0,1740851608",,,,
20,"0,0698132",-1000,"0,0986907","1000,1",,"0,1740851608",,,,
20,"0,0872665",-1000,"0,123335","1000,12",,"0,1740851608",,,,
20,"0,10472","-1,3857","0,147961","1,53366",,"0,1740851608",,,,
20,"0,122173","-0,869579","0,172565","1,04214",,"0,1740851608",,,,
20,"0,139626","-0,605431","0,197142","0,802573",,"0,1740851608",,,,
20,"0,15708","-0,434113","0,22169","0,655803",,"0,1740851608",,,,
20,"0,174533","-0,309123","0,246204","0,555327",,"0,1740851608",,,,
20,"0,191986","-0,211042","0,270682","0,481723",,"0,1740851608",,,,
20,"0,20944","-0,130128","0,295119","0,425247",,"0,1740851608",,,,
20,"0,226893","-0,0609011","0,319512","0,380413",,"0,1740851608",,,,
20,"0,244346","-2,25396E-05","0,343859","0,343881",,"0,1740851608",,,,
20,"0,261799","0,0546669","0,368154","0,313487",,"0,1740851608",,,,
20,"0,279253","0,104628","0,392396","0,287768",,"0,1740851608",,,,
20,"0,296706","0,150887","0,41658","0,265693",,"0,1740851608",,,,
20,"0,314159","0,194186","0,440705","0,246519",,"0,1740851608",,,,
20,"0,331613","0,235073","0,464766","0,229692",,"0,1740851608",,,,
20,"0,349066","0,273967","0,48876","0,214793",,"0,1740851608",,,,
20,"0,366519","0,311188","0,512685","0,201497",,"0,1740851608",,,,
20,"0,383972","0,346988","0,536538","0,189549",,"0,1740851608",,,,
20,"0,401426","0,381568","0,560315","0,178747",,"0,1740851608",,,,
20,"0,418879","0,415088","0,584015","0,168927",,"0,1740851608",,,,
20,"0,436332","0,447678","0,607634","0,159956",,"0,1740851608",,,,
20,"0,453786","0,479447","0,63117","0,151723",,"0,1740851608",,,,
20,"0,471239","0,510484","0,654621","0,144138",,"0,1740851608",,,,
20,"0,488692","0,540861","0,677984","0,137123",,"0,1740851608",,,,
20,"0,506145","0,570642","0,701256","0,130614",,"0,1740851608",,,,
20,"0,523599","0,599881","0,724436","0,124556",,"0,1740851608",,,,
20,"0,541052","0,62862","0,747522","0,118901",,"0,1740851608",,,,
20,"0,558505","0,6569","0,77051","0,11361",,"0,1740851608",,,,
20,"0,575959","0,684754","0,793401","0,108647",,"0,1740851608",,,,
20,"0,593412","0,712209","0,81619","0,103981",,"0,1740851608",,,,
20,"0,610865","0,739291","0,838878","0,0995865",,"0,1740851608",,,,
20,"0,628319","0,766023","0,861462","0,0954388",,"0,1740851608",,,,
20,"0,645772","0,792422","0,88394","0,0915175",,"0,1740851608",,,,
20,"0,663225","0,818506","0,906311","0,0878044",,"0,1740851608",,,,
20,"0,680678","0,84429","0,928574","0,0842832",,"0,1740851608",,,,
20,"0,698132","0,869788","0,950727","0,0809392",,"0,1740851608",,,,
20,"0,715585","0,895009","0,972769","0,0777594",,"0,1740851608",,,,
20,"0,733038","0,919966","0,994699","0,0747322",,"0,1740851608",,,,
20,"0,750492","0,944668","1,01652","0,071847",,"0,1740851608",,,,
20,"0,767945","0,969124","1,03822","0,0690943",,"0,1740851608",,,,
20,"0,785398","0,99334","1,05981","0,0664654",,"0,1740851608",,,,
20,"0,802851","1,01732","1,08128","0,0639525",,"0,1740851608",,,,
20,"0,820305","1,04108","1,10263","0,0615484",,"0,1740851608",,,,
20,"0,837758","1,06462","1,12387","0,0592467",,"0,1740851608",,,,
20,"0,855211","1,08795","1,14499","0,0570414",,"0,1740851608",,,,
20,"0,872665","1,11106","1,16599","0,0549269",,"0,1740851608",,,,
20,"0,890118","1,13398","1,18687","0,0528983",,"0,1740851608",,,,
20,"0,907571","1,15669","1,20764","0,0509508",,"0,1740851608",,,,
20,"0,925025","1,1792","1,22828","0,0490803",,"0,1740851608",,,,
20,"0,942478","1,20152","1,24881","0,0472828",,"0,1740851608",,,,
20,"0,959931","1,22366","1,26921","0,0455545",,"0,1740851608",,,,
20,"0,977384","1,2456","1,2895","0,0438921",,"0,1740851608",,,,
20,"0,994838","1,26737","1,30966","0,0422923",,"0,1740851608",,,,
20,"1,01229","1,28895","1,32971","0,0407523",,"0,1740851608",,,,
20,"1,02974","1,31036","1,34963","0,0392693",,"0,1740851608",,,,
20,"1,0472","1,3316","1,36944","0,0378406",,"0,1740851608",,,,
20,"1,06465","1,35266","1,38912","0,0364639",,"0,1740851608",,,,
20,"1,0821","1,37356","1,40869","0,0351369",,"0,1740851608",,,,
20,"1,09956","1,39428","1,42814","0,0338574",,"0,1740851608",,,,
20,"1,11701","1,41485","1,44747","0,0326235",,"0,1740851608",,,,
20,"1,13446","1,43525","1,46668","0,0314332",,"0,1740851608",,,,
20,"1,15192","1,45549","1,48578","0,0302847",,"0,1740851608",,,,
20,"1,16937","1,47558","1,50476","0,0291765",,"0,1740851608",,,,
20,"1,18682","1,49551","1,52362","0,0281069",,"0,1740851608",,,,
20,"1,20428","1,51529","1,54236","0,0270743",,"0,1740851608",,,,
